,title,price,date,area-m2,owner,room,seller,sehir,ilce,mahalle
340,Zeytinalanı\u0027nda Satılık Villa Lüx Dublex Otopark Havuz Bahçe a24,2600000,2018-12-13 00:00:00,450.0,Emlakçıdan,4+2,Kurumsal,izmir,urla,kalabak
341,DİDİM SATILIK TAM MÜSTAKİL HAVUZLU 4+1 ULTRA LÜKS TAŞ VİLLA ,650000,2018-12-08 00:00:00,220.0,Emlakçıdan,4+1,Kurumsal,aydin,didim,hisar
342,ALKENT 2000 Yeditepe\u0027de Müstakil Bahçeli 5+1 Dubleks VİLLA,2850000,2018-12-07 00:00:00,420.0,Emlakçıdan,5+1,Kurumsal,istanbul,buyukcekmece,alkent
343,ELİT GAYRİMENKUL\u0027DEN SOSYAL TESİSLİ SİTEDE VİLLA,2000000,2018-12-13 00:00:00,300.0,Emlakçıdan,4+1,Kurumsal,istanbul,sariyer,zekeriyakoy
344,"Urla - Kalabak\u0027ta denize sıfır, çok özel, havuzlu villa!!! Favor",3250000,2018-12-06 00:00:00,375.0,Emlakçıdan,4+1,Kurumsal,izmir,urla,kalabak
345,GELİBOLU SAROS KORUKÖY DE KREDİYE UYGUN SİTEDE DUBLEX VİLLA,300000,2018-12-13 00:00:00,100.0,Emlakçıdan,3+1,Kurumsal,canakkale,gelibolu,korukoy
346,ALTINOLUK SATILIK FENER MAH. BÖLGESİNDE 3+1 LÜKS VİLLALAR,700000,2018-12-06 00:00:00,145.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
347,Kurtköy Viaport AVM\u0027ye yakın Site içinde 5+2 Satılık Villa,1500000,2018-12-10 00:00:00,400.0,Emlakçıdan,5+2,Kurumsal,istanbul,pendik,harmandere
348,Çeşme Çiftlikte Denize 2 Dak. Satılık Lux Modern Dizayn Villa,1350000,2018-12-12 00:00:00,160.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,ciftlik
349,Bodrum Yokuşbaşı\u0027nda Satılık Bahçeli 3+1 Villa,2750000,2018-12-13 00:00:00,180.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,yokusbasi
350,"Güzelbahçe\u0027de 450 m2, 6+2, havuzlu,saunalı,tek müstakil villa!!!",3250000,2018-12-10 00:00:00,500.0,Emlakçıdan,6+2,Kurumsal,izmir,guzelbahce,celebi
351,BELEKTE SATILIK MÜSTAKİL VİLLA,530000,2018-12-13 00:00:00,240.0,Emlakçıdan,4+1,Bireysel,antalya,serik,belek
352,ALAÇATI MERKEZDE YÜZME HAVUZLU SİTEDE SATILIK 3+1 MÜSTAKİL VİLLA,2100000,2018-12-10 00:00:00,170.0,Emlakçıdan,3+1,Kurumsal,izmir,cesme,alacati
353,Bodrum Yalıkavak\u0027ta Tilkicik Koyu Manzaralı Özel Bir Villa!,3200000,2018-12-07 00:00:00,240.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,yalikavak
354,ALTINOLUK SATILIK KÖRFEZ MANZARALI 4+1 BAHÇELİ TRİPLEKS,535000,2018-12-06 00:00:00,145.0,Emlakçıdan,4+1,Kurumsal,balikesir,edremit,altinoluk
355,Didim Efeler Mahallesinde 3+1 Villa,670000,2018-12-06 00:00:00,170.0,Emlakçıdan,3+1,Kurumsal,aydin,didim,efeler
356,GAZİEMİR BEYAZ EVLER MH\u0027DE SATILIK 4+1 VİLLA,660000,2018-12-12 00:00:00,220.0,Emlakçıdan,4+1,Kurumsal,izmir,gaziemir,beyazevler
357,Göktürk İstanbul İstanbul Evleri Köşe Konum Fırsat Villa ACCESS,4800000,2018-12-13 00:00:00,270.0,Emlakçıdan,5+1,Kurumsal,istanbul,eyup,gokturk
358,ALAÇATI HACIMEMİŞ HAVUZLU SİTEDE 3+1 SATILIK FIRSAT TAŞ VİLLA,1175000,2018-12-12 00:00:00,140.0,Emlakçıdan,3+1,Kurumsal,izmir,cesme,alacati
359,TÜRKBÜKÜ\u0027NDE KELEPİR FIRSAT VİLLA,1750000,2018-12-13 00:00:00,400.0,Emlakçıdan,9+2,Kurumsal,mugla,bodrum,golturkbuku
360,BİRLEŞMİŞ EMLAKÇILAR A.Ş\u0027DEN ZEYTİNALANI\u0027NDA SİTE İÇİNDE VİLLA,1700000,2018-12-11 00:00:00,300.0,Emlakçıdan,6+2,Kurumsal,izmir,urla,zeytinalani
361,MARMARA ADASI DENİZE SIFIR 600 M2 7+3 SATILIK TRİPLEX VİLLA,3850000,2018-12-13 00:00:00,600.0,Emlakçıdan,7+3,Kurumsal,balikesir,marmara,okullar
362,İskele Boğaz\u0027da Satılık 2+1 İkiz Villa ,210000,2018-12-13 00:00:00,136.0,Emlakçıdan,2+1,Kurumsal,kktc,iskele,kalecik
363,ALTINOLUK MERKEZDE SATILIK 5+1 3 BANYOLU TRİPLEKS,450000,2018-12-07 00:00:00,145.0,Emlakçıdan,5+1,Kurumsal,balikesir,edremit,altinoluk
364,"Güzelbahçe-Kahramandere\u0027de, 350 m2, 4+1, havuzlu, SIFIR villa!!!",2650000,2018-12-06 00:00:00,400.0,Emlakçıdan,5+2,Kurumsal,izmir,guzelbahce,kahramandere
365,Oba\u0027da 3+1 Müstakil Bahçeli Villa,976000,2018-12-11 00:00:00,700.0,Emlakçıdan,3+1,Bireysel,antalya,alanya,oba
366,Çeşme Çitlikköyde Satılık Müstakil Modern Dizayn Lux Villalar,1750000,2018-12-12 00:00:00,150.0,Emlakçıdan,3+1,Kurumsal,izmir,cesme,ciftlik
367,Muğla Milas Boğaziçin\u0027de Satılık 5+2 Tribleks Villa ,1000000,2018-12-06 00:00:00,350.0,Emlakçıdan,5+2,Kurumsal,mugla,milas,bogazici
368,ÇANAKKALE AYVACIK KOCAKÖY SATILIK DENİZE SIFIR VİLLALAR,350000,2018-12-11 00:00:00,120.0,Emlakçıdan,3+2,Kurumsal,canakkale,ayvacik,kocakoy
369,ALTINOLUK GÜNAY EMLAKTAN ÇAMLIBELDE DENİZE YAKIN 3+1 TRİPLEKS,360000,2018-12-13 00:00:00,160.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
370,MUGLA BODRUM TURGUTREİSTE DENİZE SIFIR 4+1 VİLLA,3750000,2018-12-13 00:00:00,220.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,turgutreis
371,Tepekentte Satılık Lüks Havuzlu Eşyalı Tripleks Villa,2750000,2018-12-13 00:00:00,2000.0,Emlakçıdan,8+2,Kurumsal,istanbul,buyukcekmece,turkoba
372,2RENK!SAPANCA KURTKÖYDE MÜSTAKİL GÖL MANZARALI 5+1 SATILIK Vİ,2500000,2018-12-06 00:00:00,320.0,Emlakçıdan,5+1,Kurumsal,sakarya,sapanca,yavuzselim
373,LEVTUR SITESINDE LUKS YAPILI TRIPLEX VILLA,1900000,2018-12-07 00:00:00,360.0,Sahibinden,6+2,Bireysel,istanbul,buyukcekmece,sinanoba
374,YENİKÖY DE SİTEDE İYİ DENİZ MANZARALI BÜYÜK BAHÇELİ LUX VİLLA,18800000,2018-12-13 00:00:00,450.0,Emlakçıdan,5+1,Kurumsal,istanbul,sariyer,yenikoy
375,TÜRKBÜKÜ EMLAK TAN YALIKAVAK DA SATILIK VİLLA .,900000,2018-12-10 00:00:00,160.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,yalikavak
376,KEREM KULOĞLU\u0027NDAN ÇEŞME ALAÇATI\u0027DA SATILIK MÜSTAKİL VİLLA,2140000,2018-12-07 00:00:00,300.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,alacati
377,ÇAYYOLU TÜRKKONUTTA FULL YAPILI SATILIK KÖŞE VİLLA,540000,2018-12-12 00:00:00,290.0,Emlakçıdan,5+2,Kurumsal,ankara,cankaya,alacaatli
378,YALIKAVAK GERİŞTE DENİZ MANZARALI MÜSTAKİL LÜKS VİLLA,2500000,2018-12-12 00:00:00,600.0,Emlakçıdan,5+1,Bireysel,mugla,bodrum,yalikavak
379,AYVALIK ŞİRİN KENTTE HAVUZLU SİTE İÇİNDE SATILIK VİLLA,800000,2018-12-06 00:00:00,200.0,Emlakçıdan,3+1,Bireysel,balikesir,ayvalik,sahil
380,Alaçatı çamlık yol üzerinde 4+2 havuzlu lüks tripleks villa,2250000,2018-12-12 00:00:00,180.0,Emlakçıdan,4+2,Kurumsal,izmir,cesme,alacati
381,A K MUTLUDAN LÜX VİLLA KONSEPTİNDE SIFIR 3+1 DUBLEKS ,1200000,2018-12-13 00:00:00,210.0,Emlakçıdan,3+1,Kurumsal,antalya,konyaalti,cakirlar
382,URLA KUŞÇULAR\u0027DA PROJEDEN SATILIK AKILLI VİLLALAR (750m2 ARSA),1500000,2018-12-10 00:00:00,200.0,Emlakçıdan,4+1,Kurumsal,izmir,urla,kuscular
383,"Urla - Kekliktepe\u0027de 6+2, Havuzlu, Malikane!!!",5200000,2018-12-10 00:00:00,400.0,Emlakçıdan,6+2,Kurumsal,izmir,urla,yelalti
384,ÇAYYOLU SİYASAL SİTESİNDE 5+1 SÜPER LÜKS SATILIK VİLLA,1700000,2018-12-13 00:00:00,350.0,Emlakçıdan,5+1,Kurumsal,ankara,cankaya,cayyolu
385,Istanbul Çengelköyde Ultra Lüks Harika Villa,7200000,2018-12-12 00:00:00,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
386,KARİZMA\u0027DAN DAĞ VE DENİZ MANZARALI MUHTEŞEM LOKASYON DA VİLLA,860000,2018-12-08 00:00:00,450.0,Emlakçıdan,4+1,Kurumsal,mersinicel,yenisehir,kocavilayet
387,Tek katlı lüks villa ve muhteşem Turgutreis deniz manzarası,3600000,2018-12-13 00:00:00,230.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,turgutreis
388,HAZNEDAR dan ARSLANBEY\u0027de SATILIK SİTE İÇİ TRİPLEX VİLLA,350000,2018-12-11 00:00:00,160.0,Emlakçıdan,3+1,Kurumsal,kocaeli,kartepe,atasehir
389,DİDİMDE SATILIK 3+1 AÇIK MUTFAK TRIBLEKS VİLLA,475000,2018-12-08 00:00:00,185.0,Emlakçıdan,3+1,Bireysel,aydin,didim,mavisehir
390,Turgutreis\u0027te satılık muhteşem deniz manzaralı lüks villa,6500000,2018-12-13 00:00:00,491.0,Emlakçıdan,6+2,Kurumsal,mugla,bodrum,turgutreis
391,BODRUM GÜNDOĞAN\u0027DA DENİZE SIFIR SİTEDE ÖZEL PLAJLI LÜKS VİLLA,11500000,2018-12-13 00:00:00,550.0,Emlakçıdan,5+1,Kurumsal,mugla,bodrum,gundogan
392,Istanbul Çengelköyde Fourlex Müstakil Harika Villa,7200000,2018-12-12 00:00:00,473.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
393,GÜMÜŞLÜK MERKEZDE SIFIR DUBLEX VİLLA,750000,2018-12-12 00:00:00,175.0,Emlakçıdan,3+1,Bireysel,mugla,bodrum,gumusluk
394,Beylikdüzü Site İçerisinde Satılık 6+2 Havuzlu Bahçeli Villa,1500000,2018-12-13 00:00:00,360.0,Emlakçıdan,6+2,Kurumsal,istanbul,beylikduzu,sahil
395,Turtaptan Zekeriyaköyün Kalbinde Sıfırlanmış Garanti Koza Villa,4750000,2018-12-10 00:00:00,300.0,Emlakçıdan,5+1,Kurumsal,istanbul,sariyer,zekeriyakoy
396,MUTHEŞEM DOĞAYLA İÇ İÇE,468000,2018-12-08 00:00:00,685.0,Emlakçıdan,3+1,Kurumsal,izmir,kemalpasa,nazarkoy
397,AYVALIK TA ACİL SATILIK KOSK.DENİZE SIFIR.,4000000,2018-12-09 00:00:00,650.0,Emlakçıdan,7+2,Kurumsal,balikesir,ayvalik,sakarya
398,MÜSTAKİL DENİZ MANZARALI 5 KATLI LÜX VİLLA ,4000000,2018-12-11 00:00:00,830.0,Emlakçıdan,7+2,Kurumsal,istanbul,buyukcekmece,fatih
399,"Urla - Zeytinalanında SIFIR, 3+1,190 m2 ultra lüks villa!!!",890000,2018-12-06 00:00:00,210.0,Emlakçıdan,3+1,Kurumsal,izmir,urla,m
400,Kuşadası Güzelçamlıda Doğa İçinde Deniz Manzaralı Satılık Taş Ev,3000000,2018-12-07 00:00:00,320.0,Emlakçıdan,5+1,Kurumsal,aydin,kusadasi,guzelcamli
401,Istanbul Çengelköyde Fourlex Müstakil Lüks Villa,7200000,2018-12-12 00:00:00,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
402,KÜÇÜKKUYU SATILIK DENİZE 150 METRE DENİZ MANZARALI 3+1 VİLLALAR,775000,2018-12-10 00:00:00,145.0,Emlakçıdan,3+1,Kurumsal,canakkale,ayvacik,kucukkuyu
403,Küçükkuyu Mıhlı\u0027da Site İçinde Satılık Müstakil Dubleks (Özinal),495000,2018-12-12 00:00:00,140.0,Emlakçıdan,2+1,Kurumsal,canakkale,ayvacik,kucukkuyu
404,Bodrum Çırkan Bölgesi\u0027nde Satılık  Dubleks,825000,2018-12-07 00:00:00,150.0,Emlakçıdan,2+1,Kurumsal,mugla,bodrum,cirkan
405,KEMALPAŞA BÖCEK SİTESİNDE DOĞA İLE BAŞBAŞA SATILIK TRİPLEX VİLLA,1300000,2018-12-11 00:00:00,380.0,Emlakçıdan,5+2,Kurumsal,izmir,kemalpasa,cinarkoy
406,KUŞADASI\u0027NDA ÖZEL HAVUZLU KÖŞE KONUMLU MÜSTAKİL TADINDA VİLLA..,400000,2018-12-06 00:00:00,200.0,Emlakçıdan,3+1,Kurumsal,aydin,kusadasi,yavansu
407,ALTINOLUK SATILIK DENİZE 150 METRE KAPALI GARAJLI LÜX VİLLA,720000,2018-12-11 00:00:00,160.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
408,Uskumruköy\u0027de 280m2 Havuzlu 6+1 Satılık Sıfır Tripleks Villa D-2,3165000,2018-12-06 00:00:00,280.0,Emlakçıdan,6+1,Kurumsal,istanbul,sariyer,uskumrukoy
409,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE SATILIK VİLLA...POLAT EMLAK\u0027dan,1250000,2018-12-12 00:00:00,360.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
410,Çandarlı/EYKO Sitesinde Panoramik Deniz Manzaralı Triplex Villa,600000,2018-12-07 00:00:00,350.0,Sahibinden,3+1,Bireysel,izmir,dikili,candarli
411,Paşa Emlaktan Dalaman\u0027da 275 m2 4+1 Triplex Havuzlu Villa,900000,2018-12-13 00:00:00,275.0,Emlakçıdan,4+1,Kurumsal,mugla,dalaman,karacali
412,ALTINOLUK SATILIK VİLLA - MERKEZ DE - DENİZ MANZARALI ,850000,2018-12-11 00:00:00,200.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
413,Fırsat! Yalıkavakta Satılık Özel Bodrum Taş Villa ID1475 ,8250000,2018-12-06 00:00:00,4177.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,yalikavak
414,AKÇAY\u0027DA *FIRSAT* DAİRE FİYATINA 3+1 *VİLLA** KAÇIRMAYINN,335000,2018-12-13 00:00:00,155.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,akcay
415,DÜDEN ONUR SİTESİNDE İÇİ SIFIRLANMIŞ LÜKS TRİPLEKS VİLLA,310000,2018-12-13 00:00:00,250.0,Emlakçıdan,4+1,Kurumsal,antalya,kepez,ayanoglu
416,ÇEŞME ALAÇATI\u0027DA HAVUZLU MÜSTAKİL SATILIK 4+1 FIRSAT LÜKS VİLLA,2450000,2018-12-11 00:00:00,180.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,alacati
417,META\u0027DAN SARIYER ZEKERİYAKÖY\u0027DE 3+1 195 m2 ÇATI DUBLEKS,1250000,2018-12-07 00:00:00,195.0,Emlakçıdan,3+1,Kurumsal,istanbul,sariyer,zekeriyakoy
418,SEFERİHİSAR DOĞANBEY MANDALİN BAHÇELERİN İÇİNDE VİLLA 2+1.,350000,2018-12-12 00:00:00,120.0,Emlakçıdan,2+1,Kurumsal,izmir,seferihisar,cumhuriyet
419,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE SATILIK VİLLA...POLAT EMLAK\u0027dan,1000000,2018-12-11 00:00:00,360.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
420,BOYALIKTA PLAJA YÜRÜME MESAFESİ 4+1 BAHÇELİ İKİZ TRİPLEKS VİLLA,1850000,2018-12-10 00:00:00,145.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,boyalik
421,ALTINOLUK SATILIK DOĞA HARİKASI ULTRA LÜX VİLLALAR,800000,2018-12-11 00:00:00,160.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
422,ÇEŞME ALAÇATI SİTE İÇERİSİNDE SATILIK 150M2 3+1 VİLLA,1050000,2018-12-13 00:00:00,150.0,Emlakçıdan,3+1,Kurumsal,izmir,cesme,alacati
423,BÖYLESİ GÖRÜLMEDİ..!! BAHÇEŞEHİRDE KELEPİR 4 KATLI SATILIK VİLLA,1250000,2018-12-09 00:00:00,500.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
424,LARA BÖLGESİNDE 2190M HUZURLU MÜSTAKİLSATILIK VİLLA,3450000,2018-12-06 00:00:00,2350.0,Emlakçıdan,6+1,Kurumsal,antalya,muratpasa,guzeloluk
425,TAŞKINKÖY\u0027DE SATILIK 3+1 İKİZ VİLLA,85000,2018-12-11 00:00:00,140.0,Emlakçıdan,3+1,Kurumsal,kktc,lefkosa,taskinkoy
426,Küçükkuyu Yeşilyurt köyünde Satılık 3+1  Villa,1300000,2018-12-10 00:00:00,460.0,Emlakçıdan,3+1,Kurumsal,canakkale,ayvacik,yesilyurt
427,Urla Çeşmealtı -300 m2 Bahçe -200 m2-6+1 Üç Katlı-Satılık ,1100000,2018-12-08 00:00:00,200.0,Emlakçıdan,6+1,Kurumsal,izmir,urla,denizli
428,TUZLA TEPEÖREN MAH   5+2 750 M2 SATILIK LÜKS VİLLA,3000000,2018-12-12 00:00:00,750.0,Emlakçıdan,5+2,Kurumsal,istanbul,tuzla,tepeoren
429,ELFİ ÇAMLICA MÜSTAKİL BAHÇELİ 5+1 NET240M2 TRİPLEKS VİLLA FIRSA,670000,2018-12-06 00:00:00,340.0,Emlakçıdan,5+1,Kurumsal,bursa,nilufer,camlica
430,Boğazköy de Muhteşem Konumlu Villa,1400000,2018-12-08 00:00:00,420.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
431,GÖLBAŞI\u0027NDA 1552 M2 BAHÇE İÇERİSİNDE 700 M2 SATILIK VİLLA,2310000,2018-12-13 00:00:00,750.0,Emlakçıdan,7+2,Kurumsal,ankara,golbasi,hacilar
432,VALİ KONAKLARINDA FIRSAT ACİL SATILIK 4+1 DUBLEKS VİLLA,815000,2018-12-11 00:00:00,250.0,Emlakçıdan,4+1,Kurumsal,antalya,dosemealti,altinkale
433,META\u0027DAN SARIYER ZEKERİYAKÖY\u0027DE 4+2 330 m2 İKİZ VİLLA,1600000,2018-12-07 00:00:00,330.0,Emlakçıdan,4+2,Kurumsal,istanbul,sariyer,zekeriyakoy
434,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE SATILIK VİLLA...POLAT EMLAK\u0027dan,650000,2018-12-11 00:00:00,360.0,Emlakçıdan,4+2,Kurumsal,istanbul,basaksehir,bahcesehir
435,EGE EMLAK TAN MEKEZİ KONUMLU HAVUZLU SIFIR MÜSTAKİL VİLLA,3500000,2018-12-12 00:00:00,200.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,ilica
436,RB\u0027denSATILIK GÖMEÇ ARTUR SIFIR LÜKS 300M2 TRİPLEKS VİLLA 4+2,1100000,2018-12-10 00:00:00,300.0,Emlakçıdan,4+2,Kurumsal,balikesir,gomec,karaagac
437,SAPANCA MAHMUDİYE KÖYÜNDE 1487 M2 İÇİNDE GÖL MANZARALI MÜSTAKİL VİLLA...,1450000,2018-12-12 00:00:00,400.0,Emlakçıdan,3+2,Kurumsal,sakarya,sapanca,mahmudiye
438,KADINLARDENİZİNDE DENİZ MANZARALI SIFIR TEK MÜSTAKİL,670000,2018-12-08 00:00:00,250.0,Emlakçıdan,4+1,Kurumsal,aydin,kusadasi,kadinlar
439,Akarca Mahallesinde Havuzlu İkiz Villa,1200000,2018-12-12 00:00:00,140.0,Emlakçıdan,3+1,Kurumsal,mugla,fethiye,akarca
440,Marmaris Armutalan da 4+1 Satılık Müstakil Villa           ,950000,2018-12-07 00:00:00,200.0,Emlakçıdan,4+1,Kurumsal,mugla,marmaris,armutalan
441,Casmin Otelin Karşısında Sitede Bahçeli Tripleks Villa,480000,2018-12-09 00:00:00,300.0,Emlakçıdan,4+1,Kurumsal,hatay,arsuz,karahuseyinli
442,GÜNDOĞANDA HAVUZLU ÖZEL İSKELELİ SİTE İÇİNDE SATILIK VİLLA,2100000,2018-12-10 00:00:00,190.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,gundogan
443,GMAX\u0027TEN KARSLILAR MAHALLESİNDE 4+1 SATILIK LÜKS VİLLA,370000,2018-12-13 00:00:00,170.0,Emlakçıdan,4+1,Kurumsal,adana,cukurova,karslilar
444,DİDİM\u0027DE SATILIK TURYAP\u0027TAN 3+1 HAVUZLU SİTE İÇİNDE SIFIR VİLLA,525000,2018-12-06 00:00:00,170.0,Emlakçıdan,3+1,Kurumsal,aydin,didim,efeler
445,SERVERGAZİ \u0027DE SATILIK VİLLA  ,1350000,2018-12-13 00:00:00,300.0,Emlakçıdan,6+2,Kurumsal,denizli,merkez,gerzele
446,YALIKAVAK DA UYGUN FİYATA ŞIK VİLLA ,600000,2018-12-06 00:00:00,140.0,Emlakçıdan,2+1,Bireysel,mugla,bodrum,geris
447,DİDİMDE 4+1 AYRI MUTFAK ÖN CEPHE LÜKS VİLLA ,479000,2018-12-09 00:00:00,190.0,Emlakçıdan,4+1,Bireysel,aydin,didim,efeler
448,BALÇOVADA 6+1 TERMALLİ OTOPARKLI SATILIK DUBLEKS BİNA,1000000,2018-12-12 00:00:00,250.0,Emlakçıdan,6+1,Kurumsal,izmir,balcova,teleferik
449,BODRUM YALIKAVAK\u0027TA SATILIK DENİZ MANZARALI 3+1 DUBLEX,1800000,2018-12-12 00:00:00,150.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,yalikavak
450,DİDİMDE ACİL UYGUN FİYATA SIFIR LÜX İKİZ BİRLEŞİK AKILLI VİLLA,450000,2018-12-13 00:00:00,200.0,Emlakçıdan,3+1,Bireysel,aydin,didim,efeler
451, HEM KONUT\u0027A HEM TİCARİYE UYGUN VİLA..POLAT EMLAK\u0027dan,1000000,2018-12-11 00:00:00,360.0,Emlakçıdan,6+2,Kurumsal,istanbul,basaksehir,bahcesehir
452,"GÖLBAŞI ŞİRİN GÖLKÖY SİTESİ\u0027NDE, 6+3, BAHÇELİ TRİPLEKS VİLLA",1200000,2018-12-13 00:00:00,300.0,Emlakçıdan,6+3,Kurumsal,ankara,golbasi,taspinar
453,Zekeriyaköy Merkez de 420 m2 5+1 Müstakil Villa ,4500000,2018-12-09 00:00:00,420.0,Emlakçıdan,5+2,Kurumsal,istanbul,sariyer,zekeriyakoy
454,Artı Gayrimenkul\u0027 den Denizli Bağbaşı\u0027nda Siteiçi Satılık Villa,800000,2018-12-10 00:00:00,300.0,Emlakçıdan,5+1,Kurumsal,denizli,pamukkale,kervansaray
455,KÜÇÜKKUYU SATILIK ULTRALÜX 4+1 ASANSÖRLÜ AKILLI VİLLA,1200000,2018-12-11 00:00:00,210.0,Emlakçıdan,4+1,Kurumsal,canakkale,ayvacik,kucukkuyu
456,KUŞADASI SATILIK 3+1 130M2 TEK MÜSTAKİL YAZLIK VİLLA,575000,2018-12-06 00:00:00,185.0,Emlakçıdan,3+1,Kurumsal,aydin,kusadasi,davutlar
457,Sinanoba\u0027da İşyerine Uygun Cadde Üzerinde Satılık 5+2 Villa,3750000,2018-12-13 00:00:00,500.0,Emlakçıdan,5+2,Bireysel,istanbul,buyukcekmece,sinanoba
458,KAAN\u0027dan...TOMALAR\u0027DA 3+1 200m2 ULTRA LÜX MÜSTAKİL SIFIR VİLLA..,850000,2018-12-13 00:00:00,200.0,Emlakçıdan,3+1,Kurumsal,antalya,dosemealti,tomalar
459,SERVERGAZİ MAHALLESİNİN EN GÜZEL KONUMUNDA ,2250000,2018-12-11 00:00:00,400.0,Emlakçıdan,6+2,Kurumsal,denizli,merkez,gerzele
460,SATILIK 5+2 HAVUZLU YAPILI LÜX ÇAYYOLU GÜVENLİKLİ SİTE VİLLA,2500000,2018-12-11 00:00:00,360.0,Emlakçıdan,5+2,Bireysel,ankara,cankaya,alacaatli
461,GÖCEK KOYU MANZARALI SÜPER LÜKS MÜSTAKİL VİLLA,2400000,2018-12-07 00:00:00,350.0,Emlakçıdan,4+2,Kurumsal,mugla,fethiye,gocek
462,TownHouse İstanbul Evleri\u0027nde KÖŞE Parsel 3+1 BAHÇE DUBLEKS !!!,3850000,2018-12-07 00:00:00,210.0,Emlakçıdan,3+1,Bireysel,istanbul,eyup,gokturk
463,SATILIK İKİZ VİLLA AHLATLIBEL MAHALLESİ 660 M2 ARSALI,1200000,2018-12-12 00:00:00,660.0,Emlakçıdan,8+2,Kurumsal,ankara,cankaya,ahlatlibel
464,ALTINOLUK SATILIK DENİZE 400 METRE 4+1 BAHÇELİ LÜKS VİLLA,650000,2018-12-07 00:00:00,165.0,Emlakçıdan,4+1,Kurumsal,balikesir,edremit,altinoluk
465,DÜZGÜN EMLAK OFİSİNDEN MERKEZDE 4+1 ULTRA LÜX VİLLA,750000,2018-12-13 00:00:00,288.0,Emlakçıdan,4+1,Kurumsal,ankara,pursaklar,merkez
466,Boğaziçi Acarkent\u0027te YATIRIMLIK geniş düz bahçeli masrafsız C,4050000,2018-12-10 00:00:00,500.0,Emlakçıdan,6+2,Kurumsal,istanbul,beykoz,acarlar
467,YAŞAM EMLAK.TAN SİLİVRİ DE 30.000 M2 ÜZERİNE 700 M2 MALİKANE,21000000,2018-12-12 00:00:00,30000.0,Emlakçıdan,15+4,Bireysel,istanbul,silivri,ortakoy
468,BEYOĞLU EMLAKTAN DOĞAYLA İÇİÇE GÜRE\u0027DE SÜPERLÜX VİLLA,550000,2018-12-06 00:00:00,130.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,akcay
469,ALTINOLUK SATILIK BAHÇELİ AÇIK OTOPARKLI ULTRALÜX VİLLA,850000,2018-12-11 00:00:00,150.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
470,UŞAK TURYAP\u0027TAN SATILIK MÜSTAKİL EV ,650000,2018-12-06 00:00:00,330.0,Emlakçıdan,5+1,Kurumsal,usak,merkez,fatih
471,ERDEMKENT\u0027te Şerefiyeli Köşe Villa - Erdemkent - Lüks Konut Uzmanı Özben ÖRS\u0027ten,1250000,2018-12-13 00:00:00,270.0,Emlakçıdan,5+1,Kurumsal,ankara,cankaya,alacaatli
472,ÖZKAN GAYRİMENKUL KUMBABA SATILIK MÜSTAKİL HAVUZLU İSKANLI 3+1,875000,2018-12-07 00:00:00,180.0,Emlakçıdan,3+1,Kurumsal,istanbul,sile,kumbaba
473,BU FİYATA MÜSTAKİL VİLLA YOK.. DUBLEX.. SIFIR.. GERÇEK KELEPİR..,1200000,2018-12-13 00:00:00,220.0,Emlakçıdan,4+1,Kurumsal,istanbul,basaksehir,bahcesehir
474,Istanbul Çengelköyde Ultra Luks Müstakil Villa,7200000,2018-12-12 00:00:00,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
