,title,price,date,area-m2,owner,room,seller,sehir,ilce,mahalle
363,ALTINOLUK MERKEZDE SATILIK 5+1 3 BANYOLU TRİPLEKS,450.000,07.12.2018,145.0,Emlakçıdan,5+1,Kurumsal,balikesir,edremit,altinoluk
364,"Güzelbahçe-Kahramandere\u0027de, 350 m2, 4+1, havuzlu, SIFIR villa!!!",2.650.000,06.12.2018,400.0,Emlakçıdan,5+2,Kurumsal,izmir,guzelbahce,kahramandere
365,Oba\u0027da 3+1 Müstakil Bahçeli Villa,976.000,11.12.2018,700.0,Emlakçıdan,3+1,Bireysel,antalya,alanya,oba
366,Çeşme Çitlikköyde Satılık Müstakil Modern Dizayn Lux Villalar,1.750.000,12.12.2018,150.0,Emlakçıdan,3+1,Kurumsal,izmir,cesme,ciftlik
367,Muğla Milas Boğaziçin\u0027de Satılık 5+2 Tribleks Villa ,1.000.000,06.12.2018,350.0,Emlakçıdan,5+2,Kurumsal,mugla,milas,bogazici
368,ÇANAKKALE AYVACIK KOCAKÖY SATILIK DENİZE SIFIR VİLLALAR,350.000,11.12.2018,120.0,Emlakçıdan,3+2,Kurumsal,canakkale,ayvacik,kocakoy
369,ALTINOLUK GÜNAY EMLAKTAN ÇAMLIBELDE DENİZE YAKIN 3+1 TRİPLEKS,360.000,13.12.2018,160.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
370,MUGLA BODRUM TURGUTREİSTE DENİZE SIFIR 4+1 VİLLA,3.750.000,13.12.2018,220.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,turgutreis
371,Tepekentte Satılık Lüks Havuzlu Eşyalı Tripleks Villa,2.750.000,13.12.2018,2000.0,Emlakçıdan,8+2,Kurumsal,istanbul,buyukcekmece,turkoba
372,2RENK!SAPANCA KURTKÖYDE MÜSTAKİL GÖL MANZARALI 5+1 SATILIK Vİ,2.500.000,06.12.2018,320.0,Emlakçıdan,5+1,Kurumsal,sakarya,sapanca,yavuzselim
373,LEVTUR SITESINDE LUKS YAPILI TRIPLEX VILLA,1.900.000,07.12.2018,360.0,Sahibinden,6+2,Bireysel,istanbul,buyukcekmece,sinanoba
374,YENİKÖY DE SİTEDE İYİ DENİZ MANZARALI BÜYÜK BAHÇELİ LUX VİLLA,18.800.000,13.12.2018,450.0,Emlakçıdan,5+1,Kurumsal,istanbul,sariyer,yenikoy
375,TÜRKBÜKÜ EMLAK TAN YALIKAVAK DA SATILIK VİLLA .,900.000,10.12.2018,160.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,yalikavak
376,KEREM KULOĞLU\u0027NDAN ÇEŞME ALAÇATI\u0027DA SATILIK MÜSTAKİL VİLLA,2.140.000,07.12.2018,300.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,alacati
377,ÇAYYOLU TÜRKKONUTTA FULL YAPILI SATILIK KÖŞE VİLLA,540.000,12.12.2018,290.0,Emlakçıdan,5+2,Kurumsal,ankara,cankaya,alacaatli
378,YALIKAVAK GERİŞTE DENİZ MANZARALI MÜSTAKİL LÜKS VİLLA,2.500.000,12.12.2018,600.0,Emlakçıdan,5+1,Bireysel,mugla,bodrum,yalikavak
379,AYVALIK ŞİRİN KENTTE HAVUZLU SİTE İÇİNDE SATILIK VİLLA,800.000,06.12.2018,200.0,Emlakçıdan,3+1,Bireysel,balikesir,ayvalik,sahil
380,Alaçatı çamlık yol üzerinde 4+2 havuzlu lüks tripleks villa,2.250.000,12.12.2018,180.0,Emlakçıdan,4+2,Kurumsal,izmir,cesme,alacati
381,A K MUTLUDAN LÜX VİLLA KONSEPTİNDE SIFIR 3+1 DUBLEKS ,1.200.000,13.12.2018,210.0,Emlakçıdan,3+1,Kurumsal,antalya,konyaalti,cakirlar
382,URLA KUŞÇULAR\u0027DA PROJEDEN SATILIK AKILLI VİLLALAR (750m2 ARSA),1.500.000,10.12.2018,200.0,Emlakçıdan,4+1,Kurumsal,izmir,urla,kuscular
383,"Urla - Kekliktepe\u0027de 6+2, Havuzlu, Malikane!!!",5.200.000,10.12.2018,400.0,Emlakçıdan,6+2,Kurumsal,izmir,urla,yelalti
384,ÇAYYOLU SİYASAL SİTESİNDE 5+1 SÜPER LÜKS SATILIK VİLLA,1.700.000,13.12.2018,350.0,Emlakçıdan,5+1,Kurumsal,ankara,cankaya,cayyolu
385,Istanbul Çengelköyde Ultra Lüks Harika Villa,7.200.000,12.12.2018,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
386,KARİZMA\u0027DAN DAĞ VE DENİZ MANZARALI MUHTEŞEM LOKASYON DA VİLLA,860.000,08.12.2018,450.0,Emlakçıdan,4+1,Kurumsal,mersinicel,yenisehir,kocavilayet
387,Tek katlı lüks villa ve muhteşem Turgutreis deniz manzarası,3.600.000,13.12.2018,230.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,turgutreis
388,HAZNEDAR dan ARSLANBEY\u0027de SATILIK SİTE İÇİ TRİPLEX VİLLA,350.000,11.12.2018,160.0,Emlakçıdan,3+1,Kurumsal,kocaeli,kartepe,atasehir
389,DİDİMDE SATILIK 3+1 AÇIK MUTFAK TRIBLEKS VİLLA,475.000,08.12.2018,185.0,Emlakçıdan,3+1,Bireysel,aydin,didim,mavisehir
390,Turgutreis\u0027te satılık muhteşem deniz manzaralı lüks villa,6.500.000,13.12.2018,491.0,Emlakçıdan,6+2,Kurumsal,mugla,bodrum,turgutreis
391,BODRUM GÜNDOĞAN\u0027DA DENİZE SIFIR SİTEDE ÖZEL PLAJLI LÜKS VİLLA,11.500.000,13.12.2018,550.0,Emlakçıdan,5+1,Kurumsal,mugla,bodrum,gundogan
392,Istanbul Çengelköyde Fourlex Müstakil Harika Villa,7.200.000,12.12.2018,473.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
393,GÜMÜŞLÜK MERKEZDE SIFIR DUBLEX VİLLA,750.000,12.12.2018,175.0,Emlakçıdan,3+1,Bireysel,mugla,bodrum,gumusluk
394,Beylikdüzü Site İçerisinde Satılık 6+2 Havuzlu Bahçeli Villa,1.500.000,13.12.2018,360.0,Emlakçıdan,6+2,Kurumsal,istanbul,beylikduzu,sahil
395,Turtaptan Zekeriyaköyün Kalbinde Sıfırlanmış Garanti Koza Villa,4.750.000,10.12.2018,300.0,Emlakçıdan,5+1,Kurumsal,istanbul,sariyer,zekeriyakoy
396,MUTHEŞEM DOĞAYLA İÇ İÇE,468.000,08.12.2018,685.0,Emlakçıdan,3+1,Kurumsal,izmir,kemalpasa,nazarkoy
397,AYVALIK TA ACİL SATILIK KOSK.DENİZE SIFIR.,4.000.000,09.12.2018,650.0,Emlakçıdan,7+2,Kurumsal,balikesir,ayvalik,sakarya
398,MÜSTAKİL DENİZ MANZARALI 5 KATLI LÜX VİLLA ,4.000.000,11.12.2018,830.0,Emlakçıdan,7+2,Kurumsal,istanbul,buyukcekmece,fatih
399,"Urla - Zeytinalanında SIFIR, 3+1,190 m2 ultra lüks villa!!!",890.000,06.12.2018,210.0,Emlakçıdan,3+1,Kurumsal,izmir,urla,m
400,Kuşadası Güzelçamlıda Doğa İçinde Deniz Manzaralı Satılık Taş Ev,3.000.000,07.12.2018,320.0,Emlakçıdan,5+1,Kurumsal,aydin,kusadasi,guzelcamli
401,Istanbul Çengelköyde Fourlex Müstakil Lüks Villa,7.200.000,12.12.2018,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
402,KÜÇÜKKUYU SATILIK DENİZE 150 METRE DENİZ MANZARALI 3+1 VİLLALAR,775.000,10.12.2018,145.0,Emlakçıdan,3+1,Kurumsal,canakkale,ayvacik,kucukkuyu
403,Küçükkuyu Mıhlı\u0027da Site İçinde Satılık Müstakil Dubleks (Özinal),495.000,12.12.2018,140.0,Emlakçıdan,2+1,Kurumsal,canakkale,ayvacik,kucukkuyu
404,Bodrum Çırkan Bölgesi\u0027nde Satılık  Dubleks,825.000,07.12.2018,150.0,Emlakçıdan,2+1,Kurumsal,mugla,bodrum,cirkan
405,KEMALPAŞA BÖCEK SİTESİNDE DOĞA İLE BAŞBAŞA SATILIK TRİPLEX VİLLA,1.300.000,11.12.2018,380.0,Emlakçıdan,5+2,Kurumsal,izmir,kemalpasa,cinarkoy
406,KUŞADASI\u0027NDA ÖZEL HAVUZLU KÖŞE KONUMLU MÜSTAKİL TADINDA VİLLA..,400.000,06.12.2018,200.0,Emlakçıdan,3+1,Kurumsal,aydin,kusadasi,yavansu
407,ALTINOLUK SATILIK DENİZE 150 METRE KAPALI GARAJLI LÜX VİLLA,720.000,11.12.2018,160.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
408,Uskumruköy\u0027de 280m2 Havuzlu 6+1 Satılık Sıfır Tripleks Villa D-2,3.165.000,06.12.2018,280.0,Emlakçıdan,6+1,Kurumsal,istanbul,sariyer,uskumrukoy
409,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE SATILIK VİLLA...POLAT EMLAK\u0027dan,1.250.000,12.12.2018,360.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
410,Çandarlı/EYKO Sitesinde Panoramik Deniz Manzaralı Triplex Villa,600.000,07.12.2018,350.0,Sahibinden,3+1,Bireysel,izmir,dikili,candarli
411,Paşa Emlaktan Dalaman\u0027da 275 m2 4+1 Triplex Havuzlu Villa,900.000,13.12.2018,275.0,Emlakçıdan,4+1,Kurumsal,mugla,dalaman,karacali
412,ALTINOLUK SATILIK VİLLA - MERKEZ DE - DENİZ MANZARALI ,850.000,11.12.2018,200.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
413,Fırsat! Yalıkavakta Satılık Özel Bodrum Taş Villa ID1475 ,8.250.000,06.12.2018,4177.0,Emlakçıdan,4+1,Kurumsal,mugla,bodrum,yalikavak
414,AKÇAY\u0027DA *FIRSAT* DAİRE FİYATINA 3+1 *VİLLA** KAÇIRMAYINN,335.000,13.12.2018,155.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,akcay
415,DÜDEN ONUR SİTESİNDE İÇİ SIFIRLANMIŞ LÜKS TRİPLEKS VİLLA,310.000,13.12.2018,250.0,Emlakçıdan,4+1,Kurumsal,antalya,kepez,ayanoglu
416,ÇEŞME ALAÇATI\u0027DA HAVUZLU MÜSTAKİL SATILIK 4+1 FIRSAT LÜKS VİLLA,2.450.000,11.12.2018,180.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,alacati
417,META\u0027DAN SARIYER ZEKERİYAKÖY\u0027DE 3+1 195 m2 ÇATI DUBLEKS,1.250.000,07.12.2018,195.0,Emlakçıdan,3+1,Kurumsal,istanbul,sariyer,zekeriyakoy
418,SEFERİHİSAR DOĞANBEY MANDALİN BAHÇELERİN İÇİNDE VİLLA 2+1.,350.000,12.12.2018,120.0,Emlakçıdan,2+1,Kurumsal,izmir,seferihisar,cumhuriyet
419,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE SATILIK VİLLA...POLAT EMLAK\u0027dan,1.000.000,11.12.2018,360.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
420,BOYALIKTA PLAJA YÜRÜME MESAFESİ 4+1 BAHÇELİ İKİZ TRİPLEKS VİLLA,1.850.000,10.12.2018,145.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,boyalik
421,ALTINOLUK SATILIK DOĞA HARİKASI ULTRA LÜX VİLLALAR,800.000,11.12.2018,160.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
422,ÇEŞME ALAÇATI SİTE İÇERİSİNDE SATILIK 150M2 3+1 VİLLA,1.050.000,13.12.2018,150.0,Emlakçıdan,3+1,Kurumsal,izmir,cesme,alacati
423,BÖYLESİ GÖRÜLMEDİ..!! BAHÇEŞEHİRDE KELEPİR 4 KATLI SATILIK VİLLA,1.250.000,09.12.2018,500.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
424,LARA BÖLGESİNDE 2190M HUZURLU MÜSTAKİLSATILIK VİLLA,3.450.000,06.12.2018,2350.0,Emlakçıdan,6+1,Kurumsal,antalya,muratpasa,guzeloluk
425,TAŞKINKÖY\u0027DE SATILIK 3+1 İKİZ VİLLA,85.000,11.12.2018,140.0,Emlakçıdan,3+1,Kurumsal,kktc,lefkosa,taskinkoy
426,Küçükkuyu Yeşilyurt köyünde Satılık 3+1  Villa,1.300.000,10.12.2018,460.0,Emlakçıdan,3+1,Kurumsal,canakkale,ayvacik,yesilyurt
427,Urla Çeşmealtı -300 m2 Bahçe -200 m2-6+1 Üç Katlı-Satılık ,1.100.000,08.12.2018,200.0,Emlakçıdan,6+1,Kurumsal,izmir,urla,denizli
428,TUZLA TEPEÖREN MAH   5+2 750 M2 SATILIK LÜKS VİLLA,3.000.000,12.12.2018,750.0,Emlakçıdan,5+2,Kurumsal,istanbul,tuzla,tepeoren
429,ELFİ ÇAMLICA MÜSTAKİL BAHÇELİ 5+1 NET240M2 TRİPLEKS VİLLA FIRSA,670.000,06.12.2018,340.0,Emlakçıdan,5+1,Kurumsal,bursa,nilufer,camlica
430,Boğazköy de Muhteşem Konumlu Villa,1.400.000,08.12.2018,420.0,Emlakçıdan,5+2,Kurumsal,istanbul,basaksehir,bahcesehir
431,GÖLBAŞI\u0027NDA 1552 M2 BAHÇE İÇERİSİNDE 700 M2 SATILIK VİLLA,2.310.000,13.12.2018,750.0,Emlakçıdan,7+2,Kurumsal,ankara,golbasi,hacilar
432,VALİ KONAKLARINDA FIRSAT ACİL SATILIK 4+1 DUBLEKS VİLLA,815.000,11.12.2018,250.0,Emlakçıdan,4+1,Kurumsal,antalya,dosemealti,altinkale
433,META\u0027DAN SARIYER ZEKERİYAKÖY\u0027DE 4+2 330 m2 İKİZ VİLLA,1.600.000,07.12.2018,330.0,Emlakçıdan,4+2,Kurumsal,istanbul,sariyer,zekeriyakoy
434,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE SATILIK VİLLA...POLAT EMLAK\u0027dan,650.000,11.12.2018,360.0,Emlakçıdan,4+2,Kurumsal,istanbul,basaksehir,bahcesehir
435,EGE EMLAK TAN MEKEZİ KONUMLU HAVUZLU SIFIR MÜSTAKİL VİLLA,3.500.000,12.12.2018,200.0,Emlakçıdan,4+1,Kurumsal,izmir,cesme,ilica
436,RB\u0027denSATILIK GÖMEÇ ARTUR SIFIR LÜKS 300M2 TRİPLEKS VİLLA 4+2,1.100.000,10.12.2018,300.0,Emlakçıdan,4+2,Kurumsal,balikesir,gomec,karaagac
437,SAPANCA MAHMUDİYE KÖYÜNDE 1487 M2 İÇİNDE GÖL MANZARALI MÜSTAKİL VİLLA...,1.450.000,12.12.2018,400.0,Emlakçıdan,3+2,Kurumsal,sakarya,sapanca,mahmudiye
438,KADINLARDENİZİNDE DENİZ MANZARALI SIFIR TEK MÜSTAKİL,670.000,08.12.2018,250.0,Emlakçıdan,4+1,Kurumsal,aydin,kusadasi,kadinlar
439,Akarca Mahallesinde Havuzlu İkiz Villa,1.200.000,12.12.2018,140.0,Emlakçıdan,3+1,Kurumsal,mugla,fethiye,akarca
440,Marmaris Armutalan da 4+1 Satılık Müstakil Villa           ,950.000,07.12.2018,200.0,Emlakçıdan,4+1,Kurumsal,mugla,marmaris,armutalan
441,Casmin Otelin Karşısında Sitede Bahçeli Tripleks Villa,480.000,09.12.2018,300.0,Emlakçıdan,4+1,Kurumsal,hatay,arsuz,karahuseyinli
442,GÜNDOĞANDA HAVUZLU ÖZEL İSKELELİ SİTE İÇİNDE SATILIK VİLLA,2.100.000,10.12.2018,190.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,gundogan
443,GMAX\u0027TEN KARSLILAR MAHALLESİNDE 4+1 SATILIK LÜKS VİLLA,370.000,13.12.2018,170.0,Emlakçıdan,4+1,Kurumsal,adana,cukurova,karslilar
444,DİDİM\u0027DE SATILIK TURYAP\u0027TAN 3+1 HAVUZLU SİTE İÇİNDE SIFIR VİLLA,525.000,06.12.2018,170.0,Emlakçıdan,3+1,Kurumsal,aydin,didim,efeler
445,SERVERGAZİ \u0027DE SATILIK VİLLA  ,1.350.000,13.12.2018,300.0,Emlakçıdan,6+2,Kurumsal,denizli,merkez,gerzele
446,YALIKAVAK DA UYGUN FİYATA ŞIK VİLLA ,600.000,06.12.2018,140.0,Emlakçıdan,2+1,Bireysel,mugla,bodrum,geris
447,DİDİMDE 4+1 AYRI MUTFAK ÖN CEPHE LÜKS VİLLA ,479.000,09.12.2018,190.0,Emlakçıdan,4+1,Bireysel,aydin,didim,efeler
448,BALÇOVADA 6+1 TERMALLİ OTOPARKLI SATILIK DUBLEKS BİNA,1.000.000,12.12.2018,250.0,Emlakçıdan,6+1,Kurumsal,izmir,balcova,teleferik
449,BODRUM YALIKAVAK\u0027TA SATILIK DENİZ MANZARALI 3+1 DUBLEX,1.800.000,12.12.2018,150.0,Emlakçıdan,3+1,Kurumsal,mugla,bodrum,yalikavak
450,DİDİMDE ACİL UYGUN FİYATA SIFIR LÜX İKİZ BİRLEŞİK AKILLI VİLLA,450.000,13.12.2018,200.0,Emlakçıdan,3+1,Bireysel,aydin,didim,efeler
451, HEM KONUT\u0027A HEM TİCARİYE UYGUN VİLA..POLAT EMLAK\u0027dan,1.000.000,11.12.2018,360.0,Emlakçıdan,6+2,Kurumsal,istanbul,basaksehir,bahcesehir
452,"GÖLBAŞI ŞİRİN GÖLKÖY SİTESİ\u0027NDE, 6+3, BAHÇELİ TRİPLEKS VİLLA",1.200.000,13.12.2018,300.0,Emlakçıdan,6+3,Kurumsal,ankara,golbasi,taspinar
453,Zekeriyaköy Merkez de 420 m2 5+1 Müstakil Villa ,4.500.000,09.12.2018,420.0,Emlakçıdan,5+2,Kurumsal,istanbul,sariyer,zekeriyakoy
454,Artı Gayrimenkul\u0027 den Denizli Bağbaşı\u0027nda Siteiçi Satılık Villa,800.000,10.12.2018,300.0,Emlakçıdan,5+1,Kurumsal,denizli,pamukkale,kervansaray
455,KÜÇÜKKUYU SATILIK ULTRALÜX 4+1 ASANSÖRLÜ AKILLI VİLLA,1.200.000,11.12.2018,210.0,Emlakçıdan,4+1,Kurumsal,canakkale,ayvacik,kucukkuyu
456,KUŞADASI SATILIK 3+1 130M2 TEK MÜSTAKİL YAZLIK VİLLA,575.000,06.12.2018,185.0,Emlakçıdan,3+1,Kurumsal,aydin,kusadasi,davutlar
457,Sinanoba\u0027da İşyerine Uygun Cadde Üzerinde Satılık 5+2 Villa,3.750.000,13.12.2018,500.0,Emlakçıdan,5+2,Bireysel,istanbul,buyukcekmece,sinanoba
458,KAAN\u0027dan...TOMALAR\u0027DA 3+1 200m2 ULTRA LÜX MÜSTAKİL SIFIR VİLLA..,850.000,13.12.2018,200.0,Emlakçıdan,3+1,Kurumsal,antalya,dosemealti,tomalar
459,SERVERGAZİ MAHALLESİNİN EN GÜZEL KONUMUNDA ,2.250.000,11.12.2018,400.0,Emlakçıdan,6+2,Kurumsal,denizli,merkez,gerzele
460,SATILIK 5+2 HAVUZLU YAPILI LÜX ÇAYYOLU GÜVENLİKLİ SİTE VİLLA,2.500.000,11.12.2018,360.0,Emlakçıdan,5+2,Bireysel,ankara,cankaya,alacaatli
461,GÖCEK KOYU MANZARALI SÜPER LÜKS MÜSTAKİL VİLLA,2.400.000,07.12.2018,350.0,Emlakçıdan,4+2,Kurumsal,mugla,fethiye,gocek
462,TownHouse İstanbul Evleri\u0027nde KÖŞE Parsel 3+1 BAHÇE DUBLEKS !!!,3.850.000,07.12.2018,210.0,Emlakçıdan,3+1,Bireysel,istanbul,eyup,gokturk
463,SATILIK İKİZ VİLLA AHLATLIBEL MAHALLESİ 660 M2 ARSALI,1.200.000,12.12.2018,660.0,Emlakçıdan,8+2,Kurumsal,ankara,cankaya,ahlatlibel
464,ALTINOLUK SATILIK DENİZE 400 METRE 4+1 BAHÇELİ LÜKS VİLLA,650.000,07.12.2018,165.0,Emlakçıdan,4+1,Kurumsal,balikesir,edremit,altinoluk
465,DÜZGÜN EMLAK OFİSİNDEN MERKEZDE 4+1 ULTRA LÜX VİLLA,750.000,13.12.2018,288.0,Emlakçıdan,4+1,Kurumsal,ankara,pursaklar,merkez
466,Boğaziçi Acarkent\u0027te YATIRIMLIK geniş düz bahçeli masrafsız C,4.050.000,10.12.2018,500.0,Emlakçıdan,6+2,Kurumsal,istanbul,beykoz,acarlar
467,YAŞAM EMLAK.TAN SİLİVRİ DE 30.000 M2 ÜZERİNE 700 M2 MALİKANE,21.000.000,12.12.2018,30000.0,Emlakçıdan,15+4,Bireysel,istanbul,silivri,ortakoy
468,BEYOĞLU EMLAKTAN DOĞAYLA İÇİÇE GÜRE\u0027DE SÜPERLÜX VİLLA,550.000,06.12.2018,130.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,akcay
469,ALTINOLUK SATILIK BAHÇELİ AÇIK OTOPARKLI ULTRALÜX VİLLA,850.000,11.12.2018,150.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
470,UŞAK TURYAP\u0027TAN SATILIK MÜSTAKİL EV ,650.000,06.12.2018,330.0,Emlakçıdan,5+1,Kurumsal,usak,merkez,fatih
471,ERDEMKENT\u0027te Şerefiyeli Köşe Villa - Erdemkent - Lüks Konut Uzmanı Özben ÖRS\u0027ten,1.250.000,13.12.2018,270.0,Emlakçıdan,5+1,Kurumsal,ankara,cankaya,alacaatli
472,ÖZKAN GAYRİMENKUL KUMBABA SATILIK MÜSTAKİL HAVUZLU İSKANLI 3+1,875.000,07.12.2018,180.0,Emlakçıdan,3+1,Kurumsal,istanbul,sile,kumbaba
473,BU FİYATA MÜSTAKİL VİLLA YOK.. DUBLEX.. SIFIR.. GERÇEK KELEPİR..,1.200.000,13.12.2018,220.0,Emlakçıdan,4+1,Kurumsal,istanbul,basaksehir,bahcesehir
474,Istanbul Çengelköyde Ultra Luks Müstakil Villa,7.200.000,12.12.2018,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
475, Kemalpaşa Aşagı Kızılcada Gölet Manzaralı Satılık Tripleks Vil,900.000,08.12.2018,6000.0,Emlakçıdan,6+1,Kurumsal,izmir,kemalpasa,asagikizilca
476,KUŞADASI SATILIK 5+1 HAVUZLU BAHÇELİ VİLLA YAZLIK,425.000,11.12.2018,150.0,Emlakçıdan,5+1,Kurumsal,aydin,kusadasi,yavansu
477,GÖKTÜRK MERKEZİ BAKIMLI FOURPLEX VİLLA,3.960.000,12.12.2018,360.0,Emlakçıdan,6+2,Kurumsal,istanbul,eyup,gokturk
478,ZÜMRÜT DEN GÜRE DE 3+1 LÜKS VİLLA**DENİZ MANZARALI*DENİZE 50 MT*,750.000,13.12.2018,240.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,gure
479,BUEWO\u0027dan KARABAYIR\u0027da / 277 m / MUHTEŞEM VİLLA,590.000,08.12.2018,277.0,Emlakçıdan,6+2,Kurumsal,eskisehir,tepebasi,sazova
480,Girne Çatalköy\u0027de Bahçeli Geniş Satılık 3+1 Lüks Villa,1.207.000,11.12.2018,195.0,Emlakçıdan,3+1,Kurumsal,kktc,girne,dogankoy
481,KEMER COUNTRY KÜTÜK EVLER\u0027DE GÖL MANZARALI VİLLA,5.000.000,07.12.2018,420.0,Emlakçıdan,6+2,Bireysel,istanbul,eyup,gokturk
482,BAŞİSKELE BAHÇECİK DAMLAR MAHALLESİNDE SATILIK TRİPLEX İKİZ VİLLA,785.000,11.12.2018,246.0,Emlakçıdan,5+1,Kurumsal,kocaeli,basiskele,damlar
483,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE  2 ADET VİLLA...POLAT EMLAK\u0027dan,3.000.000,10.12.2018,720.0,Emlakçıdan,10+4,Kurumsal,istanbul,basaksehir,bahcesehir
484,Ula\u0027da Müstakil Lüks Havuzlu Villa,1.100.000,11.12.2018,277.0,Emlakçıdan,4+1,Kurumsal,mugla,ula,koprubasi
485,Didim Mavişehir de Mükemmel Güzellikte Satılıkv5+1 Villa,975.000,08.12.2018,310.0,Emlakçıdan,5+1,Bireysel,aydin,didim,mavisehir
486,BAHÇEŞEHİR 2.KISIM BOĞAZKÖY\u0027DE LÜX TERAS EV...POLAT EMLAK\u0027dan,1.150.000,11.12.2018,400.0,Emlakçıdan,5+1,Kurumsal,istanbul,basaksehir,bahcesehir
487,Beykoz Konakları\u0027nda Satılık C Tipi Garajlı Villa,11.000.000,08.12.2018,550.0,Emlakçıdan,7+2,Kurumsal,istanbul,beykoz,acarlar
488,ÇINARCIK TA SAHİBİNDEN ACİL SATILIK VİLLA,750.000,09.12.2018,550.0,Sahibinden,4+1,Bireysel,yalova,cinarcik,camlik
489,SASALI UZMANINDAN SUEVLERİNDE EKSTRA BÜYÜK TİP 6+1 LÜX VİLLA ,2.500.000,06.12.2018,450.0,Emlakçıdan,6+1,Kurumsal,izmir,cigli,sasalli
490,Didim Efeler de G E N İ Ş ve Ferah 6+2 Triplex Villa,959.000,08.12.2018,343.0,Emlakçıdan,6+2,Bireysel,aydin,didim,efeler
491,BİLFEN YAKINI SEÇKİN EMEK SATILIK VİLLA,595.000,13.12.2018,150.0,Emlakçıdan,3+1,Kurumsal,ankara,cankaya,konutkent
492,BAHÇEŞEHİR 2.KISIM ULTRA LÜX..MÜSTAKİL VİLLA ... POLAT EMLAK\u0027dan,2.700.000,12.12.2018,450.0,Emlakçıdan,5+1,Kurumsal,istanbul,basaksehir,bahcesehir
493,Uskumruköy Sitede 240 m2 Nisan Teslim Satılık Tripleks Villa C-2,2.520.000,08.12.2018,240.0,Emlakçıdan,3+1,Kurumsal,istanbul,sariyer,uskumrukoy
494,Uzun Ömür Villarında Satılık 5+1 Triplex Villa Acill,1.800.000,12.12.2018,550.0,Emlakçıdan,5+1,Kurumsal,istanbul,beylikduzu,gurpinar
495, ALTINOLUK SATILIK DOĞA İÇİNDE LÜKS 4+1 GARAJLI VİLLALAR,650.000,06.12.2018,165.0,Emlakçıdan,4+1,Kurumsal,balikesir,edremit,altinoluk
496,YILBAŞINA KADAR ŞOK KAMPANYA!! ALTINOLUK SATILIK AKILLI VİLLALAR,575.000,11.12.2018,130.0,Emlakçıdan,3+1,Kurumsal,balikesir,edremit,altinoluk
497,ACİL SATILIK BAŞAKŞEHİRDE KİRACILI VİLLA,2.350.000,13.12.2018,370.0,Sahibinden,6+2,Bireysel,istanbul,basaksehir,basaksehir
498,TEOS GAYRIMENKULDEN ORMANADA SİTESİNDE SATILIK L410 TİPİ VİLLA,7.000.000,13.12.2018,410.0,Emlakçıdan,6+1,Kurumsal,istanbul,sariyer,zekeriyakoy
499,GÖL MAHAL Projesinin En Özel Villası 5+1 Tripleks - ACİL SATILIK,5.490.000,07.12.2018,550.0,Emlakçıdan,5+1,Kurumsal,istanbul,buyukcekmece,alkent
500,Uskumruköy Sitede 261 m2 Nisan Teslim Satılık Tripleks Villa F-2,2.255.000,08.12.2018,261.0,Emlakçıdan,4+1,Kurumsal,istanbul,sariyer,uskumrukoy
501,VİLLALAR BÖLGESİNDE 2569 M2 ARSA VE MÜSTAKİL EV ,450.000,12.12.2018,2569.0,Emlakçıdan,6+1,Kurumsal,bolu,merkez,dagkent
502,Istanbul Çengelköyde Harika Lüks Geniş 4 Katli Villa,7.200.000,12.12.2018,448.0,Emlakçıdan,5+2,Kurumsal,istanbul,uskudar,mehmet
503, GENİŞ BAHÇE KULLANIMLI SATILIK VİLLA,500.000,11.12.2018,200.0,Emlakçıdan,4+1,Kurumsal,antalya,aksu,kemeragzi
